pos,transaction,date,amount
33618a,201903150143,2019-03-15 15:14:01,23.95
33618a,201903150144,2019-03-15 15:14:49,9.18
33618a,201903150145,2019-03-15 15:17:30,9.99
33618a,201903150146,2019-03-15 15:18:49,54.23
33618a,201903150147,2019-03-15 15:19:25,8.98
33618a,201903150148,2019-03-15 15:20:00,15.97
33618a,201903150149,2019-03-15 15:23:45,9.99
33618a,201903150150,2019-03-15 15:24:49,25.95
33618a,201903150151,2019-03-15 15:25:50,19.98
33618a,201903150152,2019-03-15 15:29:58,20.96
33618a,201903150153,2019-03-15 15:31:00,1.0
33618a,201903150154,2019-03-15 15:34:13,6.99
33618a,201903150155,2019-03-15 15:34:23,4.99
33618a,201903150156,2019-03-15 15:36:51,20.18
33618a,201903150157,2019-03-15 15:37:46,4.99
33618a,201903150158,2019-03-15 15:39:39,21.15
33618a,201903150159,2019-03-15 15:40:42,26.28
33618a,201903150160,2019-03-15 15:42:19,5.97
33618a,201903150161,2019-03-15 15:43:29,2.99
33618a,201903150162,2019-03-15 15:44:19,13.29
33618a,201903150163,2019-03-15 15:45:01,11.16
33618a,201903150164,2019-03-15 15:49:07,9.98
33618a,201903150165,2019-03-15 15:50:46,60.28
33618a,201903150166,2019-03-15 15:56:12,17.27
33618a,201903150167,2019-03-15 15:57:06,3.99
33618a,201903150168,2019-03-15 15:57:46,12.99
33618a,201903150169,2019-03-15 16:00:28,7.98
33618a,201903150170,2019-03-15 16:03:15,39.14
33618a,201903150171,2019-03-15 16:04:43,7.18
33618a,201903150172,2019-03-15 16:05:50,43.23
33618a,201903150173,2019-03-15 16:06:22,7.98
33618a,201903150174,2019-03-15 16:06:52,4.99
33618a,201903150175,2019-03-15 16:10:36,4.99
33618a,201903150176,2019-03-15 16:11:18,3.99
33618a,201903150177,2019-03-15 16:11:42,19.24
33618a,201903150178,2019-03-15 16:13:09,24.16
33618a,201903150179,2019-03-15 16:13:45,21.96
33618a,201903150180,2019-03-15 16:14:18,24.98
33618a,201903150181,2019-03-15 16:14:31,4.99
33618a,201903150182,2019-03-15 16:18:06,9.98
33618a,201903150183,2019-03-15 16:18:34,4.99
33618a,201903150184,2019-03-15 16:20:25,2.99
33618a,201903150185,2019-03-15 16:22:56,6.99
33618a,201903150186,2019-03-15 16:23:13,2.99
33618a,201903150187,2019-03-15 16:28:48,8.98
33618a,201903150188,2019-03-15 16:34:51,20.26
33618a,201903150189,2019-03-15 16:35:14,6.99
33618a,201903150190,2019-03-15 16:37:35,14.97
33618a,201903150191,2019-03-15 16:37:55,3.99
33618a,201903150192,2019-03-15 16:40:35,3.99
33618a,201903150193,2019-03-15 16:41:10,20.95
33618a,201903150194,2019-03-15 16:42:33,3.99
33618a,201903150195,2019-03-15 16:43:30,14.99
33618a,201903150196,2019-03-15 16:47:43,4.99
33618a,201903150197,2019-03-15 16:48:31,20.18
33618a,201903150198,2019-03-15 16:50:28,2.0
33618a,201903150199,2019-03-15 16:53:53,4.99
33618a,201903150200,2019-03-15 16:56:17,15.98
33618a,201903150201,2019-03-15 16:58:57,9.18
33618a,201903150202,2019-03-15 17:01:30,17.97
33618a,201903150203,2019-03-15 17:04:50,13.19
33618a,201903150204,2019-03-15 17:08:28,4.98
33618a,201903150205,2019-03-15 17:09:38,6.99
33618a,201903150206,2019-03-15 17:11:07,6.99
33618a,201903150207,2019-03-15 17:12:30,4.99
33618a,201903150208,2019-03-15 17:14:28,7.99
33618a,201903150209,2019-03-15 17:15:11,9.99
33618a,201903150210,2019-03-15 17:15:54,4.99
33618a,201903150211,2019-03-15 17:16:49,14.98
33618a,201903150212,2019-03-15 17:17:18,7.99
33618a,201903150213,2019-03-15 17:21:44,14.97
33618a,201903150214,2019-03-15 17:22:38,3.19
33618a,201903150215,2019-03-15 17:23:37,11.98
33618a,201903150216,2019-03-15 17:24:00,4.99
33618a,201903150217,2019-03-15 17:24:56,-14.99
33618a,201903150218,2019-03-15 17:26:07,15.98
33618a,201903150219,2019-03-15 17:29:05,6.99
33618a,201903150220,2019-03-15 17:29:58,22.98
33618a,201903150221,2019-03-15 17:30:20,6.99
33618a,201903150222,2019-03-15 17:36:41,13.96
33618a,201903150223,2019-03-15 17:37:25,6.18
33618a,201903150224,2019-03-15 17:37:42,18.97
33618a,201903150225,2019-03-15 17:39:35,14.99
33618a,201903150226,2019-03-15 17:40:24,27.99
33618a,201903150227,2019-03-15 17:43:20,7.99
33618a,201903150228,2019-03-15 17:45:20,6.99
33618a,201903150229,2019-03-15 17:46:08,9.28
33618a,201903150230,2019-03-15 17:46:49,2.0
33618a,201903150231,2019-03-15 17:52:51,3.99
33618a,201903150232,2019-03-15 17:53:17,12.98
33618a,201903150233,2019-03-15 17:54:14,21.16
33618a,201903150234,2019-03-15 18:00:13,12.98
33618a,201903150235,2019-03-15 18:01:22,6.97
33618a,201903150236,2019-03-15 18:03:46,7.99
33618a,201903150237,2019-03-15 18:07:49,17.97
33618a,201903150238,2019-03-15 18:08:32,5.98
33618a,201903150239,2019-03-15 18:09:16,12.99
33618a,201903150240,2019-03-15 18:10:24,4.99
33618a,201903150241,2019-03-15 18:13:08,7.99
33618a,201903150242,2019-03-15 18:15:42,7.98
33618a,201903150243,2019-03-15 18:17:57,4.99
33618a,201903150244,2019-03-15 18:18:45,1.99
33618a,201903150245,2019-03-15 18:19:05,2.0
33618a,201903150246,2019-03-15 18:19:37,9.99
33618a,201903150247,2019-03-15 18:20:05,7.99
33618a,201903150248,2019-03-15 18:21:04,14.99
33618a,201903150249,2019-03-15 18:21:43,22.98
33618a,201903150250,2019-03-15 18:22:08,9.99
33618a,201903150251,2019-03-15 18:22:44,13.29
33618a,201903150252,2019-03-15 18:23:24,7.99
33618a,201903150253,2019-03-15 18:23:46,6.99
33618a,201903150254,2019-03-15 18:24:21,2.0
33618a,201903150255,2019-03-15 18:27:12,12.98
33618a,201903150256,2019-03-15 18:27:40,7.99
33618a,201903150257,2019-03-15 18:34:21,17.95
33618a,201903150258,2019-03-15 18:48:30,23.14
33618a,201903150259,2019-03-15 18:48:57,11.98
33618a,201903150260,2019-03-15 18:52:22,17.95
33618a,201903150261,2019-03-15 18:53:01,9.99
33618a,201903150262,2019-03-15 18:56:49,2.0
33618a,201903150263,2019-03-15 19:03:18,32.95
33618a,201903150264,2019-03-15 19:10:09,6.99
33618a,201903150265,2019-03-15 19:10:55,1.99
33618a,201903150266,2019-03-15 19:12:43,4.99
33618a,201903150267,2019-03-15 19:15:33,3.99
33618a,201903150268,2019-03-15 19:16:34,4.99
33618a,201903150269,2019-03-15 19:23:57,2.99
33618a,201903150270,2019-03-15 19:24:26,6.99
33618a,201903150271,2019-03-15 19:26:06,22.98
33618a,201903150272,2019-03-15 19:44:04,4.99
33618a,201903150273,2019-03-15 19:47:16,6.99
33618a,201903150274,2019-03-15 19:49:32,14.98
33618a,201903150275,2019-03-15 19:52:30,12.99
33618a,201903150276,2019-03-15 19:53:57,14.99
33618a,201903150277,2019-03-15 19:55:25,15.18
33618a,201903150278,2019-03-15 19:56:20,23.26
33618a,201903150279,2019-03-15 19:59:00,12.98
33618a,201903150280,2019-03-15 20:00:04,5.98
33618a,201903150281,2019-03-15 20:00:34,1.0
33618a,201903150282,2019-03-15 20:01:13,3.99
33618a,201903150283,2019-03-15 20:04:22,4.99
33618a,201903150284,2019-03-15 20:08:41,4.99
33618a,201903150285,2019-03-15 20:10:29,5.49
33618a,201903150286,2019-03-15 20:11:20,10.97
33618a,201903150287,2019-03-15 20:16:52,3.99
33618a,201903150288,2019-03-15 20:17:31,12.97
33618a,201903150289,2019-03-15 20:18:48,4.99
33618a,201903150290,2019-03-15 20:19:01,4.99
33618a,201903150291,2019-03-15 20:28:12,9.98
33618a,201903150292,2019-03-15 20:36:52,43.93
33618a,201903150293,2019-03-15 20:37:56,22.97
33618a,201903150294,2019-03-15 20:45:13,18.95
33618a,201903150295,2019-03-15 20:47:21,19.98
33618a,201903160001,2019-03-16 09:35:34,19.98
33618a,201903160002,2019-03-16 09:37:20,9.99
33618a,201903160003,2019-03-16 09:38:07,4.99
33618a,201903160004,2019-03-16 09:38:50,9.99
33618a,201903160005,2019-03-16 09:44:28,9.98
33618a,201903160006,2019-03-16 09:46:10,8.08
33618a,201903160007,2019-03-16 09:46:29,9.99
33618a,201903160008,2019-03-16 09:48:29,4.99
33618a,201903160009,2019-03-16 09:51:37,24.95
33618a,201903160010,2019-03-16 09:55:19,9.99
33618a,201903160011,2019-03-16 10:08:13,6.49
33618a,201903160012,2019-03-16 10:09:51,7.99
33618a,201903160013,2019-03-16 10:13:00,1.99
33618a,201903160014,2019-03-16 10:15:18,5.98
33618a,201903160015,2019-03-16 10:20:01,3.99
33618a,201903160016,2019-03-16 10:22:14,8.0
33618a,201903160017,2019-03-16 10:23:09,4.99
33618a,201903160018,2019-03-16 10:27:14,14.98
33618a,201903160019,2019-03-16 10:32:15,4.99
33618a,201903160020,2019-03-16 10:33:04,10.98
33618a,201903160021,2019-03-16 10:34:44,19.95
33618a,201903160022,2019-03-16 10:35:16,1.99
33618a,201903160023,2019-03-16 10:35:29,1.99
33618a,201903160024,2019-03-16 10:35:43,1.99
33618a,201903160025,2019-03-16 10:37:16,-3.98
33618a,201903160026,2019-03-16 10:38:03,5.98
33618a,201903160027,2019-03-16 10:40:41,4.99
33618a,201903160028,2019-03-16 10:41:37,4.99
33618a,201903160029,2019-03-16 10:46:18,4.99
33618a,201903160030,2019-03-16 10:46:58,53.94
33618a,201903160031,2019-03-16 10:49:05,55.95
33618a,201903160032,2019-03-16 10:53:01,7.98
33618a,201903160033,2019-03-16 10:53:49,16.18
33618a,201903160034,2019-03-16 11:05:47,7.98
33618a,201903160035,2019-03-16 11:08:12,14.99
33618a,201903160036,2019-03-16 11:10:36,3.99
33618a,201903160037,2019-03-16 11:11:04,7.99
33618a,201903160038,2019-03-16 11:11:19,7.99
33618a,201903160039,2019-03-16 11:12:39,32.95
33618a,201903160040,2019-03-16 11:13:36,8.98
33618a,201903160041,2019-03-16 11:17:33,3.99
33618a,201903160042,2019-03-16 11:19:36,38.15
33618a,201903160043,2019-03-16 11:19:54,2.99
33618a,201903160044,2019-03-16 11:22:11,6.99
33618a,201903160045,2019-03-16 11:22:30,4.99
33618a,201903160046,2019-03-16 11:22:52,3.99
33618a,201903160047,2019-03-16 11:23:14,7.99
33618a,201903160048,2019-03-16 11:23:42,7.98
33618a,201903160049,2019-03-16 11:24:19,10.57
33618a,201903160050,2019-03-16 11:26:36,162.13
33618a,201903160051,2019-03-16 11:29:35,14.99
33618a,201903160052,2019-03-16 11:30:31,16.16
33618a,201903160053,2019-03-16 11:32:47,14.99
33618a,201903160054,2019-03-16 11:36:07,12.99
33618a,201903160055,2019-03-16 11:36:31,7.99
33618a,201903160056,2019-03-16 11:38:49,14.99
33618a,201903160057,2019-03-16 11:39:14,34.99
33618a,201903160058,2019-03-16 11:39:40,9.99
33618a,201903160059,2019-03-16 11:42:15,2.99
33618a,201903160060,2019-03-16 11:44:04,19.97
33618a,201903160061,2019-03-16 11:48:36,7.99
33618a,201903160062,2019-03-16 11:49:00,7.98
33618a,201903160063,2019-03-16 11:49:43,13.56
33618a,201903160064,2019-03-16 11:50:13,29.98
33618a,201903160065,2019-03-16 11:54:59,2.99
33618a,201903160066,2019-03-16 11:57:39,12.99
33618a,201903160067,2019-03-16 11:58:58,2.0
33618a,201903160068,2019-03-16 12:02:08,13.48
33618a,201903160069,2019-03-16 12:03:35,13.98
33618a,201903160070,2019-03-16 12:06:01,5.58
33618a,201903160071,2019-03-16 12:06:10,1.99
33618a,201903160072,2019-03-16 12:08:34,6.98
33618a,201903160073,2019-03-16 12:10:09,8.18
33618a,201903160074,2019-03-16 12:11:06,13.18
33618a,201903160075,2019-03-16 12:13:43,8.99
33618a,201903160076,2019-03-16 12:15:11,9.99
33618a,201903160077,2019-03-16 12:15:27,4.99
33618a,201903160078,2019-03-16 12:15:54,4.99
33618a,201903160079,2019-03-16 12:16:41,7.19
33618a,201903160080,2019-03-16 12:17:02,4.99
33618a,201903160081,2019-03-16 12:18:04,15.18
33618a,201903160082,2019-03-16 12:18:50,7.99
33618a,201903160083,2019-03-16 12:20:24,6.17
33618a,201903160084,2019-03-16 12:22:28,47.94
33618a,201903160085,2019-03-16 12:23:45,9.99
33618a,201903160086,2019-03-16 12:25:50,36.95
33618a,201903160087,2019-03-16 12:27:41,3.99
33618a,201903160088,2019-03-16 12:31:28,7.99
33618a,201903160089,2019-03-16 12:33:15,22.96
33618a,201903160090,2019-03-16 12:34:00,1.99
33618a,201903160091,2019-03-16 12:36:09,17.97
33618a,201903160092,2019-03-16 12:36:19,1.5
33618a,201903160093,2019-03-16 12:37:28,17.99
33618a,201903160094,2019-03-16 12:39:56,39.96
33618a,201903160095,2019-03-16 12:41:44,6.99
33618a,201903160096,2019-03-16 12:43:42,54.95
33618a,201903160097,2019-03-16 12:45:06,9.98
33618a,201903160098,2019-03-16 12:45:49,27.93
33618a,201903160099,2019-03-16 12:56:18,4.99
33618a,201903160100,2019-03-16 12:56:32,7.99
33618a,201903160101,2019-03-16 12:58:03,5.97
33618a,201903160102,2019-03-16 12:58:48,6.98
33618a,201903160103,2019-03-16 13:00:34,21.97
33618a,201903160104,2019-03-16 13:02:40,102.75
33618a,201903160105,2019-03-16 13:03:34,5.24
33618a,201903160106,2019-03-16 13:04:35,36.11
33618a,201903160107,2019-03-16 13:07:41,14.96
33618a,201903160108,2019-03-16 13:08:02,7.98
33618a,201903160109,2019-03-16 13:08:38,8.19
33618a,201903160110,2019-03-16 13:09:20,21.18
33618a,201903160111,2019-03-16 13:10:04,6.18
33618a,201903160112,2019-03-16 13:10:26,8.97
33618a,201903160113,2019-03-16 13:11:01,11.17
33618a,201903160114,2019-03-16 13:12:28,7.99
33618a,201903160115,2019-03-16 13:13:07,40.95
33618a,201903160116,2019-03-16 13:13:47,18.98
33618a,201903160117,2019-03-16 13:14:38,46.24
33618a,201903160118,2019-03-16 13:15:19,2.0
33618a,201903160119,2019-03-16 13:16:38,4.99
33618a,201903160120,2019-03-16 13:18:30,35.26
33618a,201903160121,2019-03-16 13:19:21,26.96
33618a,201903160122,2019-03-16 13:20:14,49.25
33618a,201903160123,2019-03-16 13:20:54,6.99
33618a,201903160124,2019-03-16 13:21:21,6.99
33618a,201903160125,2019-03-16 13:23:39,10.08
33618a,201903160126,2019-03-16 13:23:59,3.99
33618a,201903160127,2019-03-16 13:26:13,20.07
33618a,201903160128,2019-03-16 13:27:14,3.09
33618a,201903160129,2019-03-16 13:28:10,11.98
33618a,201903160130,2019-03-16 13:32:13,3.99
33618a,201903160131,2019-03-16 13:32:41,9.99
33618a,201903160132,2019-03-16 13:33:18,1.0
33618a,201903160133,2019-03-16 13:34:01,24.98
33618a,201903160134,2019-03-16 13:34:24,7.98
33618a,201903160135,2019-03-16 13:34:55,12.99
33618a,201903160136,2019-03-16 13:35:37,11.98
33618a,201903160137,2019-03-16 13:36:20,1.0
33618a,201903160138,2019-03-16 13:36:55,4.99
33618a,201903160139,2019-03-16 13:40:37,14.99
33618a,201903160140,2019-03-16 13:42:34,3.99
33618a,201903160141,2019-03-16 13:43:30,40.96
33618a,201903160142,2019-03-16 13:44:35,12.07
33618a,201903160143,2019-03-16 13:46:40,35.13
33618a,201903160144,2019-03-16 13:47:20,25.98
33618a,201903160145,2019-03-16 13:48:37,25.56
33618a,201903160146,2019-03-16 13:49:31,22.98
33618a,201903160147,2019-03-16 13:50:18,13.19
33618a,201903160148,2019-03-16 13:51:26,1.5
33618a,201903160149,2019-03-16 13:57:29,7.98
33618a,201903160150,2019-03-16 13:59:16,7.99
33618a,201903160151,2019-03-16 14:00:39,4.99
33618a,201903160152,2019-03-16 14:00:56,1.99
33618a,201903160153,2019-03-16 14:02:59,64.22
33618a,201903160154,2019-03-16 14:06:29,14.18
33618a,201903160155,2019-03-16 14:07:26,41.95
33618a,201903160156,2019-03-16 14:07:51,3.99
33618a,201903160157,2019-03-16 14:09:56,21.97
33618a,201903160158,2019-03-16 14:11:56,29.99
33618a,201903160159,2019-03-16 14:13:10,4.0
33618a,201903160160,2019-03-16 14:14:06,51.95
33618a,201903160161,2019-03-16 14:14:42,7.99
33618a,201903160162,2019-03-16 14:15:06,1.99
33618a,201903160163,2019-03-16 14:16:45,7.99
33618a,201903160164,2019-03-16 14:17:30,12.99
33618a,201903160165,2019-03-16 14:20:58,7.99
33618a,201903160166,2019-03-16 14:21:28,9.99
33618a,201903160167,2019-03-16 14:22:14,41.97
33618a,201903160168,2019-03-16 14:23:49,47.93
33618a,201903160169,2019-03-16 14:24:12,7.98
33618a,201903160170,2019-03-16 14:25:33,12.98
33618a,201903160171,2019-03-16 14:26:10,7.99
33618a,201903160172,2019-03-16 14:27:51,26.23
33618a,201903160173,2019-03-16 14:30:01,50.93
33618a,201903160174,2019-03-16 14:31:10,35.97
33618a,201903160175,2019-03-16 14:31:54,19.95
33618a,201903160176,2019-03-16 14:32:23,34.99
33618a,201903160177,2019-03-16 14:32:54,14.98
33618a,201903160178,2019-03-16 14:33:36,14.99
33618a,201903160179,2019-03-16 14:35:26,-3.99
33618a,201903160180,2019-03-16 14:35:42,3.99
33618a,201903160181,2019-03-16 14:36:33,4.99
33618a,201903160182,2019-03-16 14:37:09,9.98
33618a,201903160183,2019-03-16 14:38:40,4.99
33618a,201903160184,2019-03-16 14:39:09,6.99
33618a,201903160185,2019-03-16 14:45:04,22.26
33618a,201903160186,2019-03-16 14:45:54,22.15
33618a,201903160187,2019-03-16 14:46:37,18.29
33618a,201903160188,2019-03-16 14:47:24,10.28
33618a,201903160189,2019-03-16 14:47:53,2.99
33618a,201903160190,2019-03-16 14:48:24,4.99
33618a,201903160191,2019-03-16 14:50:53,48.14
33618a,201903160192,2019-03-16 14:52:46,7.98
33618a,201903160193,2019-03-16 14:53:53,2.0
33618a,201903160194,2019-03-16 14:55:48,8.99
33618a,201903160195,2019-03-16 14:57:13,2.99
33618a,201903160196,2019-03-16 14:57:54,10.99
33618a,201903160197,2019-03-16 14:58:19,9.99
33618a,201903160198,2019-03-16 14:58:42,5.98
33618a,201903160199,2019-03-16 14:59:48,14.99
33618a,201903160200,2019-03-16 15:00:32,28.97
33618a,201903160201,2019-03-16 15:01:30,20.16
33618a,201903160202,2019-03-16 15:02:44,9.99
33618a,201903160203,2019-03-16 15:06:54,66.94
33618a,201903160204,2019-03-16 15:07:31,2.99
33618a,201903160205,2019-03-16 15:08:43,4.99
33618a,201903160206,2019-03-16 15:09:05,4.99
33618a,201903160207,2019-03-16 15:12:51,26.16
33618a,201903160208,2019-03-16 15:14:48,5.99
33618a,201903160209,2019-03-16 15:15:20,7.96
33618a,201903160210,2019-03-16 15:16:05,7.96
33618a,201903160211,2019-03-16 15:18:55,3.99
33618a,201903160212,2019-03-16 15:19:27,4.99
33618a,201903160213,2019-03-16 15:20:10,3.99
33618a,201903160214,2019-03-16 15:21:38,18.95
33618a,201903160215,2019-03-16 15:22:09,14.99
33618a,201903160216,2019-03-16 15:22:31,6.98
33618a,201903160217,2019-03-16 15:23:36,16.69
33618a,201903160218,2019-03-16 15:25:26,92.18
33618a,201903160219,2019-03-16 15:26:31,6.0
33618a,201903160220,2019-03-16 15:27:02,13.98
33618a,201903160221,2019-03-16 15:27:27,9.96
33618a,201903160222,2019-03-16 15:28:40,18.96
33618a,201903160223,2019-03-16 15:29:01,14.99
33618a,201903160224,2019-03-16 15:29:23,6.99
33618a,201903160225,2019-03-16 15:31:42,16.96
33618a,201903160226,2019-03-16 15:33:34,26.97
33618a,201903160227,2019-03-16 15:34:01,15.98
33618a,201903160228,2019-03-16 15:35:56,14.94
33618a,201903160229,2019-03-16 15:36:38,17.98
33618a,201903160230,2019-03-16 15:37:58,16.98
33618a,201903160231,2019-03-16 15:39:03,1.5
33618a,201903160232,2019-03-16 15:40:18,5.97
33618a,201903160233,2019-03-16 15:40:46,9.99
33618a,201903160234,2019-03-16 15:41:48,19.99
33618a,201903160235,2019-03-16 15:42:23,9.98
33618a,201903160236,2019-03-16 15:45:00,9.98
33618a,201903160237,2019-03-16 15:47:02,9.99
33618a,201903160238,2019-03-16 15:47:24,7.99
33618a,201903160239,2019-03-16 15:47:51,7.99
33618a,201903160240,2019-03-16 15:49:06,13.98
33618a,201903160241,2019-03-16 15:50:39,5.99
33618a,201903160242,2019-03-16 15:51:08,7.98
33618a,201903160243,2019-03-16 15:52:03,11.97
33618a,201903160244,2019-03-16 15:52:54,19.98
33618a,201903160245,2019-03-16 15:53:45,22.16
33618a,201903160246,2019-03-16 15:54:14,13.48
33618a,201903160247,2019-03-16 15:55:47,10.97
33618a,201903160248,2019-03-16 15:57:50,13.98
33618a,201903160249,2019-03-16 15:58:30,3.0
33618a,201903160250,2019-03-16 16:03:52,11.98
33618a,201903160251,2019-03-16 16:04:30,4.99
33618a,201903160252,2019-03-16 16:06:13,26.15
33618a,201903160253,2019-03-16 16:07:08,35.17
33618a,201903160254,2019-03-16 16:10:18,20.97
33618a,201903160255,2019-03-16 16:10:47,6.49
33618a,201903160256,2019-03-16 16:14:14,89.22
33618a,201903160257,2019-03-16 16:14:48,10.98
33618a,201903160258,2019-03-16 16:16:04,7.49
33618a,201903160259,2019-03-16 16:18:30,28.94
33618a,201903160260,2019-03-16 16:18:59,7.98
33618a,201903160261,2019-03-16 16:19:57,10.18
33618a,201903160262,2019-03-16 16:20:21,5.98
33618a,201903160263,2019-03-16 16:20:39,16.99
33618a,201903160264,2019-03-16 16:21:08,5.99
33618a,201903160265,2019-03-16 16:21:50,1.99
33618a,201903160266,2019-03-16 16:22:53,23.27
33618a,201903160267,2019-03-16 16:23:07,4.99
33618a,201903160268,2019-03-16 16:23:38,6.99
33618a,201903160269,2019-03-16 16:24:25,7.99
33618a,201903160270,2019-03-16 16:25:59,9.99
33618a,201903160271,2019-03-16 16:28:23,1.5
33618a,201903160272,2019-03-16 16:29:12,1.5
33618a,201903160273,2019-03-16 16:30:19,1.0
33618a,201903160274,2019-03-16 16:32:38,24.17
33618a,201903160275,2019-03-16 16:34:04,17.98
33618a,201903160276,2019-03-16 16:34:48,3.99
33618a,201903160277,2019-03-16 16:35:23,5.0
33618a,201903160278,2019-03-16 16:38:46,16.95
33618a,201903160279,2019-03-16 16:40:09,3.99
33618a,201903160280,2019-03-16 16:41:52,40.15
33618a,201903160281,2019-03-16 16:42:57,18.17
33618a,201903160282,2019-03-16 16:43:57,5.99
33618a,201903160283,2019-03-16 16:44:43,17.18
33618a,201903160284,2019-03-16 16:45:44,25.26
33618a,201903160285,2019-03-16 16:47:15,12.18
33618a,201903160286,2019-03-16 16:48:48,12.99
33618a,201903160287,2019-03-16 16:49:48,4.99
33618a,201903160288,2019-03-16 16:53:07,4.49
33618a,201903160289,2019-03-16 16:55:36,1.99
33618a,201903160290,2019-03-16 16:57:52,8.18
33618a,201903160291,2019-03-16 16:58:53,3.99
33618a,201903160292,2019-03-16 17:01:15,14.99
33618a,201903160293,2019-03-16 17:04:46,24.96
33618a,201903160294,2019-03-16 17:05:09,9.99
33618a,201903160295,2019-03-16 17:07:07,18.98
33618a,201903160296,2019-03-16 17:11:59,6.98
33618a,201903160297,2019-03-16 17:12:49,25.29
33618a,201903160298,2019-03-16 17:13:33,19.97
33618a,201903160299,2019-03-16 17:13:50,2.0
33618a,201903160300,2019-03-16 17:14:51,31.27
33618a,201903160301,2019-03-16 17:15:09,4.99
33618a,201903160302,2019-03-16 17:16:15,1.0
33618a,201903160303,2019-03-16 17:17:17,26.98
33618a,201903160304,2019-03-16 17:19:32,6.49
33618a,201903160305,2019-03-16 17:20:30,6.99
33618a,201903160306,2019-03-16 17:20:58,2.99
33618a,201903160307,2019-03-16 17:21:23,14.96
33618a,201903160308,2019-03-16 17:24:57,21.07
33618a,201903160309,2019-03-16 17:25:30,-9.99
33618a,201903160310,2019-03-16 17:28:55,12.99
33618a,201903160311,2019-03-16 17:29:49,17.98
33618a,201903160312,2019-03-16 17:33:47,17.08
33618a,201903160313,2019-03-16 17:34:22,7.09
33618a,201903160314,2019-03-16 17:34:58,7.97
33618a,201903160315,2019-03-16 17:35:46,7.99
33618a,201903160316,2019-03-16 17:37:37,12.99
33618a,201903160317,2019-03-16 17:38:26,35.19
33618a,201903160318,2019-03-16 17:40:09,9.97
33618a,201903160319,2019-03-16 17:41:52,2.99
33618a,201903160320,2019-03-16 17:42:29,29.99
33618a,201903160321,2019-03-16 17:43:25,19.98
33618a,201903160322,2019-03-16 17:44:09,11.97
33618a,201903160323,2019-03-16 17:45:18,4.99
33618a,201903160324,2019-03-16 17:45:48,16.08
33618a,201903160325,2019-03-16 17:46:15,4.99
33618a,201903160326,2019-03-16 17:51:06,9.99
33618a,201903160327,2019-03-16 17:51:32,9.99
33618a,201903160328,2019-03-16 17:53:06,18.28
33618a,201903160329,2019-03-16 17:55:21,25.96
33618a,201903160330,2019-03-16 17:57:18,8.28
33618a,201903160331,2019-03-16 18:01:11,23.95
33618a,201903160332,2019-03-16 18:01:42,2.0
33618a,201903160333,2019-03-16 18:02:35,-24.99
33618a,201903160334,2019-03-16 18:03:37,29.99
33618a,201903160335,2019-03-16 18:04:30,6.98
33618a,201903160336,2019-03-16 18:05:00,10.97
33618a,201903160337,2019-03-16 18:06:56,4.99
33618a,201903160338,2019-03-16 18:08:19,21.98
33618a,201903160339,2019-03-16 18:09:02,3.99
33618a,201903160340,2019-03-16 18:11:11,16.17
33618a,201903160341,2019-03-16 18:12:54,14.99
33618a,201903160342,2019-03-16 18:13:23,3.99
33618a,201903160343,2019-03-16 18:13:53,4.99
33618a,201903160344,2019-03-16 18:14:18,1.99
33618a,201903160345,2019-03-16 18:14:48,14.99
33618a,201903160346,2019-03-16 18:16:33,1.0
33618a,201903160347,2019-03-16 18:17:17,3.0
33618a,201903160348,2019-03-16 18:17:54,20.97
33618a,201903160349,2019-03-16 18:23:43,54.2
33618a,201903160350,2019-03-16 18:24:04,2.99
33618a,201903160351,2019-03-16 18:28:02,2.99
33618a,201903160352,2019-03-16 18:29:08,3.99
33618a,201903160353,2019-03-16 18:29:47,-4.99
33618a,201903160354,2019-03-16 18:32:32,3.99
33618a,201903160355,2019-03-16 18:34:22,13.29
33618a,201903160356,2019-03-16 18:38:12,17.28
33618a,201903160357,2019-03-16 18:39:14,24.17
33618a,201903160358,2019-03-16 18:40:30,4.99
33618a,201903160359,2019-03-16 18:41:18,13.97
33618a,201903160360,2019-03-16 18:46:06,12.57
33618a,201903160361,2019-03-16 18:46:36,12.98
33618a,201903160362,2019-03-16 18:48:23,42.23
33618a,201903160363,2019-03-16 18:50:26,17.19
33618a,201903160364,2019-03-16 18:52:02,20.98
33618a,201903160365,2019-03-16 18:54:24,27.98
33618a,201903160366,2019-03-16 18:59:37,35.96
33618a,201903160367,2019-03-16 19:01:35,18.27
33618a,201903160368,2019-03-16 19:04:01,3.98
33618a,201903160369,2019-03-16 19:08:35,1.5
33618a,201903160370,2019-03-16 19:10:23,36.98
33618a,201903160371,2019-03-16 19:10:58,4.99
33618a,201903160372,2019-03-16 19:20:08,6.99
33618a,201903160373,2019-03-16 19:21:23,30.07
33618a,201903160374,2019-03-16 19:30:29,7.19
33618a,201903160375,2019-03-16 19:31:15,14.99
33618a,201903160376,2019-03-16 19:36:02,17.98
33618a,201903160377,2019-03-16 19:43:00,8.19
33618a,201903160378,2019-03-16 19:44:55,49.25
33618a,201903160379,2019-03-16 19:46:32,7.98
33618a,201903160380,2019-03-16 19:51:23,9.99
33618a,201903160381,2019-03-16 19:52:23,1.99
33618a,201903160382,2019-03-16 19:56:57,2.99
33618a,201903160383,2019-03-16 20:00:46,6.98
33618a,201903160384,2019-03-16 20:02:53,2.99
